asin,categories/0/0,description,title,price,salesRank/Books,imUrl,genre
28613236,Books,,Who Do You Say That I Am?: Reflections on Jesus in Our World Today,4.99,4109459,http://ecx.images-amazon.com/images/I/512WXS3SWZL.jpg,Spiritual
28612345,Books,"Although the wedding cake is usually one of the last details engaged couples settle on before the big day, it's just as important for setting the tone and style of the celebration as the flowers or the invitations. An elegant, toweringCroquembouchestudded with golden almonds and wrapped in clouds of spun sugar sends a different message than a rich-lookingGianduja Truffle Cakedecorated with fresh fruit and dusted with gold powder or aWhite Chocolate Satin Apricot Cakeadorned with flowers (click to see photos). Chef Dede Wilson believes that wedding cakes should be aesthetically pleasing, but above all should 'reflect the tastes, beliefs, and desires of the bridal couple. 'With the aim of creating cakes that taste as good as they look, Wilson lends her expertise and creative spirit to the marvelous constructions inThe Wedding Cake Book.As much a cookbook as a source of inspiration,The Wedding Cake Booktakes bakers--novices and experts alike--step by step through the process of conceptualizing, baking, assembling, and decorating wedding cakes of all levels of difficulty. Each recipe page includes the components needed to make the pictured cake (layers, fillings, decorating accouterments, equipment); the number of servings; the level of difficulty (easier, moderate, or complex); and the recipe and preparation instructions. Other chapters cover finishing touches, cake accompaniments such as sauces and fillings, equipment, and resources for special ingredients or professional equipment. Bakers looking for detailed instructions and delicious recipes and brides seeking ideas for the perfect cake for their postnuptial celebration will find what they're after inThe Wedding Cake Book.",The Wedding Cake Book,10.62,368035,http://ecx.images-amazon.com/images/I/71jkpKMAscL.jpg,Cooking
28614348,Books,"Visual foreign-language dictionaries are great tools for  learning the names of the doohicky thingamajig part, the you-know,  it-looks-like-this whatchamacallit. But not all visual dictionaries  are created equal. You use them all, of course, for the words, to  learn the language or the specific name for this and that, but the  visual aspect of the visual dictionary should not be ignored. The  pictures and pages in some dictionaries are so overwhelmingly busy, so  noisily shouting with motorcycle parts and electrical hardware that  the eye goes into overload shock. You get that glassy  I'm - looking - but - I'm-not-seeing glaze, and the dictionary goes back on  the shelf. Not so Macmillan's version. The color illustrations on each  page are better than easy on the eye: they're engaging;they invite you.And each page holds a comfortable amount of information so the language center of your brain doesn't turn to mush. Pretty soon  you're learning, just because you can't turn the page, that a lawn  edger is acuchilla para delimitar el c&#xE9;spedand a  hoe-fork isalmocafre. And as it does for gardening tools, so  it does for toilet parts and the sections of a diesel-electric  locomotive, for items astronomical and geographical, items vegetable,  animal, and mineral, for sports, music, health, weapons, and most  anything else you can think of. It's nice enough for a student of  Spanish or English to own a visual dictionary, but to have one that's  done with such quality, style, and smarts is a real pleasure.--Stephanie Gold",The Macmillan Visual Dictionary - espa&ntilde;ol/ingl&eacute;s,27.46,1461939,http://ecx.images-amazon.com/images/I/51TB2FNJW8L.jpg,Dictionary
28613643,Books,,Baedeker Crete (Baedeker's Travel Guides),5.69,4628114,http://ecx.images-amazon.com/images/I/51J3DVMQQ6L.jpg,City Book/Travel Guide
28612698,Books,"WhileAsian Soups, Stews, and Curriesis dedicated to what are simply called &quot;one pot&quot; dishes, there is nothing simple about the vast range of foods the book covers, including recipes from the subcontinent through China to Southeast Asia. Author Alexandra Greeley has drawn on her personal experiences and travels in Asia, and put together one of the most comprehensive collections available. Her goal was to collect as many representative dishes as possible and present them in a user-friendly way for western chefs and kitchens--no small task, considering the trying conditions and variety of languages she encountered.The book is divided by primary ingredients--chicken, beef, seafood, and vegetables--and includes regional recipes for each. Cooks new to the cuisine will be surprised to find that Asian dishes are quickly cooked with lively flavors and bear little resemblance, if any, to slow-cooked, stock-based western soups and stews. Greeley also does a tremendous job in debunking western conceptions about curries, and demonstrates them as a staple of Asian cuisine with infinite variations--including, and probably starring the incredible Lamb in Saffron, Apricot, Coconut, and Poppy Seed Curry. In the essays that accompany each chapter, Greeley takes great care to provide a cultural foundation for the food she is presenting, and strives to reduce the intimidation factor faced by chefs in unfamiliar territory.Asian Soups, Stews, and Curriesis a great introduction for the novice Asian chef, and for those with more experience, Greeley provides a treasure trove of great recipes.--Mark O. Howerton","Asian Soups, Stews, &amp; Curries",32.4,1813082,http://ecx.images-amazon.com/images/I/51G7vwEC4IL.jpg,City Book/Travel Guide
28612884,Books,,The Sensible Saver: A Common Sense Guide to Saving More While Still Living Well,8.99,6129924,http://ecx.images-amazon.com/images/I/81KonVR6NvL.jpg,Self-help
28612744,Books,,The Complete Idiot's Guide to Buying or Leasing a Car,11.24,1536333,http://ecx.images-amazon.com/images/I/51hb0zwM-kL.jpg,Business
28613627,Books,,Baedeker Germany (Baedeker's Germany),10.22,3527640,http://ecx.images-amazon.com/images/I/51NVPBJK30L.jpg,Fiction
28614291,Books,,100 Jobs in the Environment,4,1138812,http://ecx.images-amazon.com/images/I/51R5W9AGW8L.jpg,Enviornment
28612795,Books,,"Moving to New York City: The Practical Companion to Your New City, from Settling in to Stepping Out (Moving to... Series)",19.13,1244926,http://ecx.images-amazon.com/images/I/4183CTEKNXL.jpg,City Book/Travel Guide
28614453,Books,"THE MACMILLAN WORLD ATLASExperience the beauty and majesty of our planet as never before in Macmillan's revolutionary new atlas. Peerless in quality, design, and practicality,The Macmillan World Atlascombines precise, completely digitized maps and glorious satellite photographs to display the world with an accuracy and splendor unprecedented in atlas publishing.The Macmillan World Atlashas been created by the distinguished Bertelsman Cartographic Institute/GeoData to meet the changing needs of a changing world. For the past several years, the institute has been collaborating with leading cartographers and geographers throughout the world to develop a database of fully digitized cartography that is without equal in accuracy of its information, the usefulness of its content, and the contemporary elegance of its design. The result is a book at once fresh and cosmopolitan. Its mapping harnesses the most recent advances in computer cartography; its content incorporates an explosion of new knowledge about our planet; and its central informing philosophy is to show the world as the unified, interdependent community it has become.The cartographic choices and innovations that makeThe Macmillan World Atlasunique bear out these qualities. Among the features of the atlas are the following:THE WORLD IN PHOTOGRAPHS AND MAPSThanks to satellite photography, we now know more than ever before about how the planet actually appears from space. Taking advantage of this information, and paying homage to the beauty of the Earth,The Macmillan World Atlasopens with a series of spectacular aerial photographs that show the colorful array of mountains, deltas, deserts, glaciers, and rivers that will be portrayed schematically in the map sections that follow. Satellite photographs also open each map section, so that you can see the continent as it looks from space before turning to the maps of the same area.ACCURACYThe major advantage of creating a digitized cartographic database is that it allows continuous updating as the world changes. Shifts in boundaries, names, and features are incorporated as they occur. Thus the maps inThe Macmillan World Atlasare completely up-to-date. In addition, the plotting of latitude and longitude of every coastline, river, city, and mountain is more precise and accurate here than in any previous atlas.NATURAL COLORATIONSome mapmakers show contour by assigning elevation a different color, resulting in maps that may portray a snow-topped mountain range in an artificial purple or orange. Others use strong shading for contour but color all the land in various shades of beige. InThe Macmillan World Atlas, new, more realistic use of color lets you see the world as it appears from space. Maps are colored naturalistically, and according to ecological zones instead of altitude. Ice floes and snow-covered mountain ranges appear as white, rain forests as green, deserts as brown. Altitudes are still shown, through shading and the use of graded colors within individual ecological zones. Thus the maps appear three-dimensional but not artificial.UNIFORN SCALE THROUGHOUT THE WORLDThe Macmillan World Atlasdeparts from the standard practice of using a variety of scales for different continents and countries and thus perpetuating cartographic misinformation. Here, for the first time in any major atlas, the entire world is shown in a single, unified, and detailed scale of 1:4.5 million. The uniform scale allows you to see accurately the relative size of various places throughout the world. It facilitates direct comparison of geographic regions: No longer does the entire subcontinent of India appear to be the same size as the relatively tiny British Isles. It is a remarkable experience to leaf through the book and see country after country in the same scale.PLUS CLOSER SCALE FOR THE UNITED STATES AND SOUTHERN CANADAAt the same time,The Macmillan World Atlasincludes an additional section of maps tailored for a U.S. and Canadian readership: 64 pages of maps on a scale of 1:2.25 million showing details of each state and province of the United States and southern Canada.PRACTICAL TOOLS FOR THE TRAVELERThe Macmillan World Atlasis designed to be as useful to the business and leisure travelers as it is attractive to the map lover. It includes details of continental road networks not found in any other atlas of its kind. The maps show the varying size of roadways through color and width, include route numbers and classifications, and indicate distances between points. They also show the location of airports and important natural and cultural sites. This combination of physical, cultural, and road information is unique, and makesThe Macmillan World Atlasespecially useful.EAST-TO-USE ORGANIZATIONThe atlas has been carefully designed to be easy to navigate through as soon as you open it up. The table of contents includes photo icons quickly directing you to each section. Sample maps explain from the outset how the book functions. Each continent opens with its own contents page that includes small locator maps and photos of important cultural and natural sites. Each map spread includes a time zone; a small locator map indicating where the area is on its continent; pointers showing where to go to find the continuation of the map; and the scale, in both kilometers and miles.HIGHEST PRODUCTION VALUESBound in durable linen and printed on heavy coated stock,The Macmillan World Atlasis produced with the highest quality materials designed to showcase the beauty of its content and to last through many years of use.--This text refers to an out of print or unavailable edition of this title.",The Macmillan World Atlas with CD-ROM,17.36,4640709,http://ecx.images-amazon.com/images/I/41RCNXMHFVL.jpg,Enviornment
28614216,Books,,Gods and Goddesses: A Treasury of Deities and Tales from World Mythology,12.24,1174976,http://ecx.images-amazon.com/images/I/61VXNCKYFSL.jpg,Spiritual
28610490,Books,,Perfect Personal Statements,3.86,1925365,http://ecx.images-amazon.com/images/I/71Z7QW6WS5L.gif,Education
28608291,Books,"In this work, business consultant Hammond and business writer Morrison have identified what they feel are the seven cultural forces that define our country's national character and determine how we (individually, organizationally, and nationally) respond to the opportunities and challenges we encounter. The seven forces are our insistence on choice, the pursuit of impossible dreams, an obsession with big and more, an impatience with time, an acceptance of mistakes, an urge to improvise, and a fascination with 'what's new. 'As such,the forces 'script our endeavors, chart our activities, plot our responses, explain our processes and, in the end, define us as Americans. 'The book is laced with numerous examples from a variety of settings that support the authors' arguments. Thought - provoking, persuasive, and entertaining, this work is also repetitious and at times tries too hard to prove its point.Recommended primarily for larger business and social science collections. ? Robert L.Logsdon, Indiana State Univ.Lib., IndianapolisCopyright 1996 Reed Business Information, Inc.","The Stuff Americans Are Made of: The Seven Cultural Forces That Define Americans-A New Framework for Quality, Productivity and Profitability",4.99,1721793,http://ecx.images-amazon.com/images/I/71S8NYSQYBL.gif,Business
28615115,Books,"Yankee fans are forever, but it's especially exciting to revel in the Yankees' past accomplishments while basking in the glow of their 1997 season exploits.Yankee historian Harvey Frommer has compiled the definitive record of Yankee baseball, from their 1903 beginnings through their 1996 World Series championship.There are chapters on the great Yankee teams, their ballparks and games, their owners(with all the Steinbrenner stories you can stomach), their worst rivals, their past greats, and complete statistics on every player through 1996, plus hundreds of photos--from their early pinstriped years to the present.Now that this spectacular season is over, it's time to luxuriate in the names, details, and aura of the Yankees' past.",,5.99,1700553,,Sports
28610873,Books,,The Complete Idiot's Guide to a Healthy Relationship,7.98,2121192,http://ecx.images-amazon.com/images/I/51TAC5E573L.jpg,Self-help
28611764,Books,,The Insider's Guide to Growing a Small Business: Straight Advice from One Who's Been There : Introducing the Concepts of People-Savvy and Future-Savvy,7.98,631303,http://ecx.images-amazon.com/images/I/71P78TK99WL.gif,Business
28613147,Books,,Teacher Certification Tests (4th ed),8.98,13450253,http://ecx.images-amazon.com/images/I/51859587P3L.jpg,Education
28613023,Books,,"Stop Procrastinating: Understand Why You Procrastinate-And Kick the Habit Forever! (Life's Little Keys - Self-Help Strategies for a Healthier, Happier You)",8,4861127,http://ecx.images-amazon.com/images/I/5153EKW0MZL.jpg,Self-help
002861416X,Books,,The Success Principle,7,3709787,http://ecx.images-amazon.com/images/I/411K5DVT0SL.jpg,Self-help
28610881,Books,,Complete Idiot's Guide to Decorating Your Home (The Complete Idiot's Guide),13.42,4173506,http://ecx.images-amazon.com/images/I/71Z7DE08RDL.gif,Self-help
28612531,Books,,52 Ways to Wing It,11.4,4814830,http://ecx.images-amazon.com/images/I/61K3HYQDJWL.jpg,Cooking
28611136,Books,"You're no idiot, of course.You have a responsible job, manage the family finances and help the kids with their science projects.But when it comes to buying insurance, you're so overwhelmed that you're ready to say yes to almost any policy.Don't sign on the dotted line!In The Complete Idiot 's Guide to Buying Insurance and Annuities you get:",The Complete Idiot's Guide to Buying Insurance and Annuities,15.91,996745,http://ecx.images-amazon.com/images/I/51ex-0ewd5L.jpg,Business
002861500X,Books,"Set short- and long-term weight loss goals and use Crocker's strategy to blend exercise with diet plans and recipes. Plenty of visual support for the recipes takes the form of appealing color photos of finished dishes, while the basics of reading labels and understanding diets are included in a clear, easily-digested book.  --Midwest Book Review",Betty Crocker's New Eat and Lose Weight,14.65,1204834,http://ecx.images-amazon.com/images/I/513CAM4MDFL.jpg,Health
28614895,Books,,The Complete Idiot's Guide to New Product Development,13.65,1905672,http://ecx.images-amazon.com/images/I/51d8I4iNv8L.jpg,Business
28610954,Books,"Take the advice of Cleveland food writer Holly Collins and local  design consultant Thomas Randleman. The authors ofThe Complete  Idiot's Guide to EntertainingCollins and Randleman offer goof-proof  tips to ensure that there's no place like your own home for the  holidays. --Cleveland Magazine, November 1997",Complete Idiot's Guide to Entertaining (The Complete Idiot's Guide),12.52,3517155,http://ecx.images-amazon.com/images/I/516YPD7APAL.jpg,Humour
28614461,Books,"Altman (The Cancer Dictionary, LJ 10/1/92) has done extensive research to produce this delightful A-to-Z volume celebrating the cat. She traces the history of the cat in Egypt, Rome, Europe, Asia, and America, presents fascinating accounts of cat breeds from the Abyssinian to the Turkish Van, and explains cat behaviors such as hissing, kneading, and purring. Aside from profiling famous cats in advertising, films, and cartoons such as Garfield and Krazy Kat and unusual cats such as Wiffy, the cat mayor of Guffey, Colorado, Altman offers classic short stories and poems by authors such as Aesop, Colette, and Poe. She also traces the origins of such expressions as 'raining cats and dogs.' There are appendixes for cat boutiques, cat clubs, and humane societies and listings of travel destinations for cat lovers, including museums, bed and breakfasts, and bookstores. One of the most charming entries is the Library Cat Society, which encourages the presence of cats in libraries. This unique work will bring hours of enjoyment to cat lovers. (Photos not seen.)-Eva Lautemann, DeKalb Coll. Lib., Clarkston, Ga.Copyright 1994 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",The Quintessential Cat,11.65,8868447,http://ecx.images-amazon.com/images/I/51RZJ39J6TL.jpg,Health
28613406,Books,"The authors of this provocative inquiry into the O.J. Simpson double-murder case maintain that '[t] he prosecution was shackled by their obsession with O.J.as a berserk Othello, 'a jealous lone killer. In their estimate, 'Simpson's alibi certainly has 'the ring of truth''Using detailed time lines and maps, they propose several alternative scenarios for the 1994 murders of Nicole Brown Simpson and Ronald Goldman.Some scenarios posit two killers, with Simpson as a co - conspirator or bystander.In other scenarios, Goldman was the primary target, and the authors point to a pattern of drug - and mob - related violence surrounding Goldman and O.J.Simpson.Another theory advanced is that a professional assassin employed by a drug cartel committed the murders.The authors sift numerous details that their own investigative team reportedly uncovered, plus evidence that, in their opinion, has been unexplored by the LAPD.Their presentation, however, relies too much on anonymous sources, which weakens their case considerably. Freed,historian and screenwriter, wrote The Killing of RFK.Briggs is director of research at the Southern California College of Optometry.Author tour.Copyright 1996 Reed Business Information, Inc.",,7,,,Fiction
28608321,Books,"Aromatherapy An introduction to the essential oils and their therapeutic uses Oils and massages are used the world over for eliminating stress and encouraging a sense of well-being. An introduction to the world of essential oils, Aromatherapy explains the history and benefits of this traditional therapy, and gives step-by-step instructions for blending oils, as well as for using them in massages, vapors, and baths. Using a &quot;starter pack&quot; of thirty essential oils, Aromatherapy offers treatment ideas for more than forty common health problems. Beautifully illustrated, expertly written, and easy to use, Aromatherapy is the perfect introduction to the world of essential oils. The Naturally Better series is designed to introduce readers to traditional therapies. Each book in the series is an accessible, authoritative, and practical guide to a stress-free and &quot;naturally better&quot;way of life. Other titles in the series include Herbal Remedies, Acupressure, and Tai Chi.",Aromatherapy: An Introduction to the Essential Oils and Their Therapeutic Uses (Naturally Better Series) (Naturally Better Book Series),4,2608447,http://ecx.images-amazon.com/images/I/51JCN0SC2AL.jpg,Enviornment
28612817,Books,,"Moving to Chicago: The Practical Companion to Your New City, from Stepping in to Stepping Out (Moving to... Series)",20.43,4514816,http://ecx.images-amazon.com/images/I/51Q7X2JSWPL.jpg,City Book/Travel Guide
28614984,Books,,Weight Watchers Slim Ways: Italian,8.99,2436319,http://ecx.images-amazon.com/images/I/51TQHFPHFGL.jpg,Health
28609395,Books,,How to Massage Your Cat (8 Cop,14.5,12895948,http://ecx.images-amazon.com/images/I/710smZNhquL.jpg,Animals
28614410,Books,,The Macmillan Spectrum Investor's Choice Guide to Mutual Fund Investment Strategies (Investor's Choice Series),14.4,2655377,http://ecx.images-amazon.com/images/I/71WX43S6BZL.gif,Business
28612728,Books,,The Unofficial Guide to Las Vegas 1997 (Unofficial Guides),14,13968466,http://ecx.images-amazon.com/images/I/71DJ52CA3SL.gif,City Book/Travel Guide
28611101,Books,,"Frommer's America on Wheels Mid-Atlantic 1997: Delaware, District of Columbia, Maryland, New Jersey, Pennsylvania, Virginia, and West Virginia",12,2045130,http://ecx.images-amazon.com/images/I/61EVMKA3TZL.jpg,City Book/Travel Guide
28612574,Books,"The naturally Sweet Baker If you have decided to stop baking with refined sugar for dietary or personal reasons, The Naturally Sweet Baker is the perfect cookbook for you. Chock-full of delicious and decadent recipes that use natural sweeteners instead of granulated, refined white and brown sugars, The Naturally Sweet Baker is not about deprivation&#151;it&#39;s about indulgence. Author Carrie Davis proves that using natural sweeteners, such as honey and maple syrup, will result in some very sweet and tasty desserts. Just listen to these treats: Cinnamon Pecan Sticky Buns, Devil&#39;s Food Cake with Italian Meringue Chocolate Buttercream, Black Raspberry Ripple Ice Cream, and Banana Chocolate Cr&#234;pes. Those ought to excite your sweet tooth! Not only are natural sweeteners delicious, but they are good for you, too. Natural sweeteners contain minerals and vitamins; the process of producing refined sugar, however, strips it of its nutrients, leaving behind only &quot;empty&quot; calories. If you&#39;re thinking you have to shop in natural food stores to use this book, think again. Carrie makes it all very simple with descriptions and explanations of each sweetener&#151;maple sugar, barley malt syrup, and molasses, just to name a few. Many of the sweeteners are probably already in your pantry. And for those that aren&#39;t, there is a convenient mail order list so you can stock up on your favorite ingredients. With chapters on breakfast treats, cakes, cookies, ice creams, cobblers, and pastries, you&#39;ll never run out of ideas. The Naturally Sweet Baker is your source for decadent sweets without refined sugar.","The Naturally Sweet Baker : 150 Decadent Desserts Made With Honey, Maple Syrup, and Other Delicious Alternatives to Refined Sugar",30.68,192604,http://ecx.images-amazon.com/images/I/71KsGwIpcuL.jpg,Cooking
28613430,Books,,The Complete Idiot's Guide to Getting Rich,14.12,2582815,http://ecx.images-amazon.com/images/I/51VKZDRX10L.jpg,Business
28614763,Books,,Buy Your Own Business: The Definitive Guide to Identifying and Purchasing a Business You Can Make a Success,16.56,4557121,http://ecx.images-amazon.com/images/I/41HV3B8YTNL.jpg,Business
28615220,Books,,30 Great Cities to Start Out in,18.5,5722925,http://ecx.images-amazon.com/images/I/51GGW9ZA8HL.jpg,City Book/Travel Guide
28614526,Books,"This is a well-written, clearly organized, and informative guide to speechwriting and public speaking. Cook, founder of Cook's Canned Speech Company, provides the reader with good advice on topic selection, speech construction, and delivery techniques. His suggestions are practical and can be used by a wide audience, ranging from students taking Speech 101 to business executives wanting to improve their presentation skills. Throughout the book are examples from a variety of sources that illustrate specific points explained in the text. In this crowded subject field, where many good titles already exist, this book is nevertheless recommended for libraries seeking one more readable, useful, and up-to-date resource.- Robert Logsdon, Indiana State Lib., IndianapolisCopyright 1990 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",The Elements of Speechwriting and Public Speaking,7.53,595319,http://ecx.images-amazon.com/images/I/513A3ZE9B2L.jpg,Education
28615689,Books,,Frommer's America's Best-Loved Driving Tours,8.46,2405299,http://ecx.images-amazon.com/images/I/41BYYH3ZFSL.jpg,City Book/Travel Guide
28613988,Books,"A true feast for nearly all the senses, this book combines  delicious recipes with equally wonderful photos and illustrations, as  well as something you don't often find in a cookbook: a CD with more than an hour of holiday music.Nothing evokes the holidays quite like the smell of home cooking and the voices of carolers: the CD offers all your favorite Christmas carols, from & quot;Away in a Manger & quot;to & quot;Deck the Halls,& quot;and the cookbook contains your favorite dishes from Thanksgiving, Christmas, and New Year's.Menus & Music  for Christmasis both a great cookbook and a lovely gift idea.",Menus &amp; Music for Christmas: Traditional Christmas Carols : Classic Christmas Recipes,7.46,3372751,http://ecx.images-amazon.com/images/I/51KRAQ1X9EL.jpg,Cooking
28612914,Books,"MICHAEL KURLAND is the author of more than twenty books of fiction and nonfiction, including How to Solve a Murder and A Gallery of Rogues. He is a recipient of two Edgar Scrolls from the Mystery Writers of America and resides in San Francisco.",How to Try a Murder: The Handbook for Armchair Lawyers,6.43,1471350,http://ecx.images-amazon.com/images/I/51ND099M43L.jpg,Fiction
28612752,Books,,The Complete Idiot's Guide to American History,12.97,4501354,http://ecx.images-amazon.com/images/I/519VYDJ05NL.jpg,History
28614321,Books,,100 Jobs in Words (100 Jobs Series),11,3614905,http://ecx.images-amazon.com/images/I/51QG7BBC1RL.jpg,Business
28610024,Books,,"Burpee Seed Starter: A Guide to Growing Flower, Vegetable, and Herb Seeds Indoors and Outdoors",4.33,639552,http://ecx.images-amazon.com/images/I/71MM4B6DJNL.gif,Cooking
002861450X,Books,,Elements of Screenwriting: A Guide for Film and Television Writing,16.46,627111,http://ecx.images-amazon.com/images/I/51DP3B0GR3L.jpg,Enviornment
28613198,Books,"The Editors of the Webster&#8217;s New World Dictionaries are a team of professional lexicographers with advanced degrees in various scholarly fields. The editors familiarize themselves with the vocabulary in specific subject areas, collect materials on new developments and usage, and work with expert consultants to ensure that the content of our publications is as accurate and as up-to-date as possible.",Webster's New World Student's Dictionary,17.05,24795,http://ecx.images-amazon.com/images/I/517dbdPpRcL.jpg,Dictionary
28615131,Books,,Arco 101 Ways to Pop the Question,16.02,4957625,http://ecx.images-amazon.com/images/I/71DJPN6RWEL.gif,Fiction
28616669,Books,"Jim Crotty and Michael Lane are the publishers, editors, and motive force behind Monk, the mobile magazine, and authors of Mad Monks on the Road, Pink Highways, and How to Talk American.",The Mad Monks' Guide to California(Frommer 's Travel Guides),14,3240093,http://ecx.images-amazon.com/images/I/51WnGH5cbEL.jpg,City Book/Travel Guide
28616774,Books,,Steve Scott the Miler: America's Legendary Runner Talks About His Triumphs and Trials,11.4,1118414,http://ecx.images-amazon.com/images/I/51NNGW0706L.jpg,Sports
28615557,Books,,Writing Great Screenplays AFI (Writing Great Screenplays for Film and TV),9.04,821899,http://ecx.images-amazon.com/images/I/51bHEngfVGL.jpg,Spiritual
28611799,Books,,10 Minute Guide to Retirement for Women (10 Minute Guides),4.99,3654283,http://ecx.images-amazon.com/images/I/41EYH707C6L.jpg,Self-help
28613376,Books,"Sarah Riehm, who has been opening businesses since she was 8 years old, believes &quot;entrepreneurship is the best job choice available&quot; to today's young adults. The book50 Great Businesses for Teens: How to Start Your Own Business--and Make Big Bucks!is her no-nonsense manual for those who agree. After simply but adequately discussing the basics of management, marketing, finance, and accounting, it provides details on commercial opportunities available around the neighborhood, at school, with a computer, or through the mail. Each listing includes the personality, experience, and materials required, as well as the earnings expected.--Howard Rothman",50 Great Businesses for Teens:  How to Start Your Own Business--And Make Big Bucks!,11.51,2067145,http://ecx.images-amazon.com/images/I/71NM5CK3NAL.gif,Business
28612124,Books,"Discover the most complete and easy-to-use crossword puzzle dictionary of all! Finding the word that fits isn't always easy.Sometimes it's a struggle with the number of letters, and sometimes you just started off with the wrong idea. When you find yourself stumped, you need a crossword puzzle dictionary that covers everything from the genuinely arcane and unusual to those ordinary words you somehow overlooked. Most of all, you need a dictionary that helps you find the word you want quickly, accurately, and without fuss. This is that dictionary. From Jane Shaw Whitfield and the editors of Webster's New World comes the completely revised and updated second edition of Webster 's New World Crossword Puzzle Dictionary. This new edition includes thousands of new entries, expanded lists of subcategories, and helpful tables such as Shakespeare's plays and characters, books of the Bible, international currencies, and more. It is without question the easiest - to - use and most reliable crossword puzzle resource you can own.www.hungryminds.com ",,5.18,510825,http://ecx.images-amazon.com/images/I/51bQ%2Bx5CnWL.jpg,Dictionary
28616286,Books,,Betty Crocker's Bread Machine Cookbook,15.94,2553957,http://ecx.images-amazon.com/images/I/51btNnD2LaL._SL500_.jpg,Cooking
28615956,Books,,Complete Idiot's Guide to Buying and Selling Collectibles,14.26,3412756,http://ecx.images-amazon.com/images/I/51SF1MW10NL.jpg,Self-help
28614194,Books,,Harrap's Compact French Dictionary: English-French French-English,12.06,3569215,http://ecx.images-amazon.com/images/I/715R9F1JPFL.gif,Dictionary
28617231,Books,"Text: English, French",Webster's New World French Grammar and Exercises,13,3974916,http://ecx.images-amazon.com/images/I/51TJRDY4HQL.jpg,Education
28615972,Books,"You're no idiot, of course.You know how to negotiate the best prices, mediate your kids ' disputes, and even have your mother-in-law over for dinner now and again. But when it comes to dealing with truly difficult people, you feel like donning a suit of armor.  Don't suit up yet!The Complete Idiot 's Guide to Getting Along with Difficult People provides you with everyting you need to know to build better relationships.  Whether you want to negotiate a raise, ask for your lawnmower back, or take legal actions, this book will help you do it.  In this Complete Idiot's Guide, you get: ",,7.19,925428,http://ecx.images-amazon.com/images/I/51glHUYHRUL.jpg,Self-help
28612949,Books,,The Brown Bag Lunch: A Collection of Recipes and Tips for the Perfect Portable Lunch,13.46,1845542,http://ecx.images-amazon.com/images/I/51TF071WBAL.jpg,Cooking
28616839,Books,"Mind Over Golf Whether you struggle to break 100 or consistently break par, you&#39;ve already discovered that golf is the most mentally demanding of all sports. Dr. Richard Coop, one of the foremost sports psychologists in the country, has developed a unique mental approach to the game, helping both skilled pros and beginning amateurs alike to play better. Mind Over Golf examines all the demanding psychological challenges of golf and explains in detail how to conquer them. Golfers have discovered that there are ways to lower their scores that go beyond getting tips on their swing and stance. In order to play better, you have to find the key that allows your natural athletic ability to come to the fore, without being impeded by anxiety about making a poor shot. By following Dr. Coop&#39;s principles and ideas you&#39;ll be in the strongest possible position, both physically and mentally, to put your best swing on each shot. As Payne Stewart says in his foreword to Mind Over Golf, &quot;Not everyone can swing like a tour pro, but most everyone has it within himself or herself to think like one, and Dr. Coop lays the foundation for that within these pages.&quot; Visit us online at http://www.mcp.com/mgr/macmillan",Mind Over Golf: How to Use Your Head to Lower Your Score,7.99,630976,http://ecx.images-amazon.com/images/I/71yvIncf6BL.jpg,Sports
28615948,Books,"Scott Flatow is one of the nation&#39;s top baseball history experts, and has won numerous Society for American Baseball Research (SABR) trivia championships. He resides in Brooklyn, New York. Ken Samelson is the editor of The Baseball Encyclopedia&#174;and author of the revised edition of The Great All-Time Baseball Record Book. He lives in Larchmont, New York.",The Macmillan Baseball Quiz Book: Compiled from the Baseball Encyclopedia by,12.99,6136615,http://ecx.images-amazon.com/images/I/41SNN02R3JL.jpg,Sports
28615441,Books,,"New View of Self: How Genes and Neurotransmitters Shape Your Mind, Your Personality, and Your Mental Health",11.4,4575570,http://ecx.images-amazon.com/images/I/414DRECN3PL.jpg,Education
28614577,Books,"Is lack of time your excuse for not using soyfoods to prepare healthy food? Preparing delicious, healthy food using soy is easier than you think. Author of the 15-Minute Gourmet series, Paulette Mitchell has become accustomed to efficiency in the kitchen. InThe Complete Soy Cookbook, she continues the quick but healthy trend in cooking using soy. As she notes, 'the recipes rely on the imaginative use of ingredients rather than elaborate techniques. 'Mitchell includes a description of soyfoods and the facts regarding soybeans as they relate to many of today's primary health concerns. Learn how to make soy part of your healthful lifestyle using a variety of ingredients, including different types of tofu, tempeh, and soybeans (dry, canned, and fresh).The Complete Soy Cookbookprovides recipes suited to every occasion, from quick weekday meals to elegant entertaining. The style is best described as fusion cooking: Mitchell blends elements of many diverse cuisines in her book.'This culinary chameleon truly is one of the most versatile foods on earth, 'Mitchell writes, and it's evident in recipes such as curried sweet Potato Soup, Tofu-Mushroom Stroganoff, Tempeh Paella, Tofu Tiramisu, Soybean Bourguignonne, and Tempeh Strips and Broccoli with Ancho Chili Sauce. 'I became determined to take a gourmet approach and turn meatless mealtime into vegetarian dining,' notes Mitchell. All of the 150 simple yet flavorful recipes are vegetarian, most are also dairy-free, and a nutritional analysis is included with each.--Gretel Hakanson",The Complete Soy Cookbook,14.99,1615447,http://ecx.images-amazon.com/images/I/51K7HAEFYXL.jpg,Cooking
